text,summary
"The FBI admitted saturday it accidentally gave classified documents back to the American translator who pleaded guilty to taking them from the U.S. prison camp at Guantanamo Bay, Cuba.",Foi admits accidentally giving classified files back to the man who took them.
"No new victim of the ship accident in the yellow river in UNK county of central China province was found, though the rescue work has been going on.",Ship accident rescue underway but chance thin for missing in central china.
"Five trade union leaders arrested under Zimbabwe's oppressive security laws have been released after spending four nights in jail, an official said Friday.",Jailed Zimbabwe union leaders released.
China reported a new death Friday and warned officials not to hide cases of the disease while leaders in hardship long feared for a massive clean-up of the territory's back alleys where germs might fester.,Says another life in China as researches worldwide fine tune tests for the virus.
"Asia health officials gathered Thursday to draw up a game plan for dealing with an outbreak of swine fly that has sickened thousands worldwide, considering measures to develop vaccines and bolster medicine stockpiles.",Asia largely spared from swine fly outbreak.
Supper fire killed the second French u.n. soldier in as many days Saturday and France said it would discuss a possible u.n. withdrawal with its allies.,Second French peacekeeper killed in two days in Sarajevo.
"With ""Black Irish"" arriving in theaters, we appear to have achieved a perfect storm of UNK moves.",Black irish a small south tale with a big heart.
Sporting lesion recovered from a dismal start to beat Fingers Crossed based in the Champions League Wednesday behind second half goals from leandro romagnoli and dealer.,Sporting beats based in Champions League.
Said Arabia urged Syria on Monday to use its influence on the Lebanese opposition to persuade it to accept an Arab League plan aimed at ending the political impulse in Lebanon.,Said urges Syria to help break Lebanon's deadlock.
"It's only a matter of time before a deadly fly anaemic strikes, an international vaccine expert has warned, saying that the world is illprepared to cope with a major outbreak of the disease possibly because the manufacture of vaccines is governed by profit.",World prepared for major fly anaemic vaccine expert warns.
"Habitat destruction, pollution and other problems have left nearly a third of the nation's bird species endangered, threatened or in serious decline, according to a study issued Thursday.",Nearly a third of U.S. bird species are found declining.
Ministers and government officials for countries in northern Europe on Friday agreed to improve the Baltic sea environment in line with commitments made at last year's Johannesburg summit.,Baltic Sea countries sign declaration on environment.
"Egyptian president Hosni Mubarak is scheduled to meet here with visiting Palestinian president Mahmoud areas on Tuesday morning to discuss ways to stop the ongoing Palestinian fighting, Egyptian official news agency men reported on Monday.",Mubarak areas to meet on Tuesday over ways to stop Palestinian fighting.
"Germany and Brazil are discussing a reply to their World Cup final in September in Berlin, the German soccer federation said Thursday.",Germany may play Brazil in September.
"New York Jets quarterback Vincenna Testaverde suffered a season-ending rupture of his left achilles tendon, with no one within five feet of him.",Injuries leave jets licking their wounds.
